Make,Model,Score,Price,Year,Mileage,Date,Source,OnSale,Days,Link,Image,Hash
Hyundai,Accent Se Sedan Fwd,62.133958283783286,10995.0,2016,9633,2023-01-25,CarGuru,False,8,,2020_RAM_1500_Classic_Warlock_Quad_Cab_RWD,148893006
Ford,Focus Se,61.50446429170899,11573.0,2014,18407,2023-01-25,CarGuru,False,8,,2021_Nissan_Versa_SV_FWD,153934416
Toyota,Tacoma Sr5 V6 Double Cab Rwd,60.20962591735538,14950.0,2021,21405,2023-01-25,CarGuru,False,8,,2021_Mazda_CX-5_Grand_Touring_FWD,284673030
Hyundai,Accent Se Sedan Fwd,59.98312838,11995.0,2016,9633,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345061401/NONE,,150071006
Honda,Civic Sport Fwd,59.92606581,11950.0,2022,27127,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342358102/NONE,,285367470
Chevrolet,Silverado 1500 Work Truck Rwd,59.17815446613203,14950.0,2021,10882,2023-01-25,CarGuru,False,8,,2022_Honda_HR-V_Sport_FWD,223512148
Ford,Focus Se,58.4608257,13000.0,2014,18407,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345879453/NONE,No image,154318792
Ford,Fiesta S,58.15344239,13853.0,2016,19392,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346497982/NONE,2016_Nissan_Versa_1.6_S_Plus,156377088
Ford,Focus Se Hatchback,57.90764931,12999.0,2018,22894,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345350454/NONE,2018_Nissan_Sentra_S_FWD,184800368
Ford,Focus Se,57.62275374,13399.0,2014,18407,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345879453/NONE,2015_Ford_Focus_SE,148286792
Ford,Focus Se,57.61361951,14295.0,2016,19115,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342609779/NONE,,161004960
Nissan,Kicks Sv Fwd,57.54018973,14995.0,2022,13004,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346312279/NONE,2015_Honda_CR-V_EX-L_FWD,157764528
Nissan,Kicks Sv Fwd,57.54018972641976,14995.0,2022,13004,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346312279/NONE,2015_Ford_Focus_ST,168021108
Toyota,Avalon Xl,57.40751854,14995.0,2008,10031,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343589631/NONE,2021_Ford_Escape_SE_FWD,120853488
Ford,Flex Se Fwd,56.6886954,14400.0,2019,22691,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339852165/NONE,No image,183252516
Ford,Flex Se Fwd,55.65443385,14900.0,2019,22691,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339852165/NONE,,192758716
Honda,Civic Sport Fwd,55.53565838,13950.0,2021,26248,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343895206/NONE,2018_Kia_Forte_LX,265236040
Nissan,Sentra S Fwd,54.31300056,11995.0,2019,16781,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345570019/NONE,,211489614
Ford,Fiesta S Fwd,54.20987136,14159.0,2019,24861,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342111101/NONE,,210462192
Ford,Focus Sel Hatchback,53.74863894,13999.0,2018,24419,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345612399/NONE,2016_Nissan_Rogue_SV_AWD,197110168
Not recognized,None,53.40434715,11950.0,2017,21100,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341658637/NONE,,598498600
Ford,Focus S,53.22968349,13585.0,2018,25425,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345453586/NONE,2019_Hyundai_Accent_SE_Sedan_FWD,210270635
Ford,Escape Sel Fwd,52.65509035,11950.0,2021,31374,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339229652/NONE,No image,253627416
Ford,Fusion Titanium,52.33154468,12995.0,2016,24935,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345061399/NONE,2020_Toyota_Tacoma_SR_I4_Access_Cab_RWD,201075840
Ford,Fiesta S Fwd,52.22509367,10995.0,2019,31083,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346220072/NONE,2020_Nissan_Versa_S_FWD,251026308
Ford,Fiesta S Fwd,52.2250936667034,10995.0,2019,31083,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346220072/NONE,2017_Ford_Escape_Titanium_FWD,257887188
Not recognized,None,51.60892794,9950.0,2019,27489,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339649374/NONE,,779153274
Not recognized,None,51.34277871,14950.0,2019,20190,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=318964641/NONE,,573919740
Chevrolet,Colorado Work Truck Crew Cab Rwd,50.84889585,10950.0,2020,21962,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343498943/NONE,,417840360
Chevrolet,Colorado Work Truck Crew Cab Rwd,50.84889584648098,10950.0,2020,21962,2023-01-25,CarGuru,False,8,,2020_Honda_Civic_Si_Sedan_FWD,416789160
Jeep,Compass Trailhawk 4wd,50.76825243,8950.0,2021,14796,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347948519/NONE,2013_Chevrolet_Spark_1LT_FWD,129008364
Ford,Fiesta S,50.40919073,11992.0,2015,26870,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341893283/NONE,2020_Mitsubishi_Mirage_ES_FWD,216572200
Ford,Focus Se,50.25224192,14493.0,2016,24261,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343050011/NONE,,201669792
Ford,Focus Se,49.90484534147945,11995.0,2015,27251,2023-01-25,CarGuru,False,8,,2019_Nissan_Versa_SV_FWD,224345100
Ford,Fiesta S,49.23538935,12592.0,2015,26870,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341893283/NONE,,221709736
Hyundai,Elantra Value Edition Fwd,49.03411478255688,12995.0,2018,18239,2023-01-25,CarGuru,False,8,,2017_Kia_Soul_+,273562989
Not recognized,None,48.9085485,14950.0,2020,23074,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340827067/NONE,,655582520
Ford,Fiesta S Fwd,48.70736533359455,13500.0,2019,30007,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340545844/NONE,2014_Hyundai_Tucson_GLS_FWD,250112532
Volkswagen,Tiguan Sel R-line Fwd,47.966564428544025,13950.0,2019,18658,2023-01-25,CarGuru,False,8,,2021_Ford_F-150,390473670
Ford,Focus Se,47.96475861,12995.0,2015,27251,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344812769/NONE,2017_Nissan_Versa_Note_S_Plus,224529180
Ford,Fiesta S,47.4910329,13496.0,2015,26870,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341893283/NONE,2020_Chevrolet_Spark_1LT_FWD,221646696
Honda,Cr-v Ex-l Fwd,47.24627705,13950.0,2019,30472,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340199714/NONE,2020_Honda_CR-V_LX_FWD,307614840
Ford,Fiesta S Fwd,46.86519347,14460.0,2019,30007,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340545844/NONE,2013_Subaru_Crosstrek_XV_Premium_AWD,242336532
Nissan,Versa Sv Fwd,46.16204949,14709.0,2019,18940,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339537906/NONE,2018_Kia_Forte_LX,229439160
Ford,Focus Se,46.06022743,13995.0,2015,27251,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344812769/NONE,,225017140
Ford,Fiesta Se Hatchback,45.90666074,8499.0,2012,32549,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343849301/NONE,2015_Ford_Focus_SE,269220997
Honda,Accord 1.5t Lx Fwd,45.8776079,12950.0,2018,32032,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=338238647/NONE,,334391680
Honda,Accord 1.5t Lx Fwd,45.87760789986328,12950.0,2018,32032,2023-01-25,CarGuru,False,8,,2015_Toyota_Tacoma_Double_Cab_i4,333692380
Toyota,Corolla Le,45.79791301950414,13995.0,2018,30528,2023-01-25,CarGuru,False,8,,2018_Nissan_Sentra_SV_FWD,375930774
Nissan,Versa Sv Fwd,45.64025162,14986.0,2019,18940,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339537906/NONE,,238071096
Ford,Fiesta Se Hatchback,44.96917657,8999.0,2012,32549,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343849301/NONE,2017_Nissan_Versa_SV,261954352
Honda,Cr-v Lx Awd,44.92728356365269,9950.0,2020,39338,2023-01-25,CarGuru,False,8,,2021_Subaru_WRX_AWD,402129600
Honda,Cr-v Lx Awd,44.92728356,9950.0,2020,39338,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342112443/NONE,2019_GMC_Acadia_SLE-1_FWD,397313800
Ford,Edge,43.891992082440574,14950.0,2020,32675,2023-01-25,CarGuru,False,8,,2015_Jeep_Wrangler_Unlimited_Rubicon_4WD,266585400
Ford,Edge,43.89199208,14950.0,2020,32675,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342451322/NONE,2020_Chrysler_300_S_RWD,264014000
Honda,Accord 1.5t Sport Fwd,43.71376556841139,9950.0,2020,40320,2023-01-25,CarGuru,False,8,,2019_Land_Rover_Range_Rover_Evoque_HSE_AWD,416216850
Ford,Escape Se Awd,43.62578070138149,14995.0,2017,29756,2023-01-25,CarGuru,False,8,,2017_Ford_Mustang_V6_Coupe_RWD,248453613
Volkswagen,Jetta,43.61524136,14950.0,2021,22673,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346660643/NONE,2021_Mazda_CX-5_Grand_Touring_FWD,458221330
Toyota,Tacoma Sr I4 Access Cab Rwd,43.57755462053261,12950.0,2020,35931,2023-01-25,CarGuru,False,8,,2018_Honda_Accord_1.5T_LX_FWD,450518670
Toyota,Tacoma Sr I4 Access Cab Rwd,43.57755462,12950.0,2020,35931,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344306354/NONE,,451567620
Kia,Sportage Lx Fwd,43.44126008,13995.0,2019,10952,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345910090/NONE,2017_Lincoln_MKZ_Select_FWD,66336264
Nissan,Versa Note S Plus,43.23310282,11495.0,2016,23054,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342345569/NONE,,287654859
